"","CYFZ_PBMC","FY2H_PBMC","FLWA_PBMC","453W_PBMC","684C_PBMC","CZJE_PBMC","DZQV_PBMC","925L_PBMC","9JD4_PBMC","G4YW_PBMC","4DUY_PBMC","36TS_PBMC","CR3L_PBMC"
"SLC52A1",0.4171118,1.027742,0.3302273,1.071662,0.687639,0.5275902,0.4053955,0.3618003,0.5122192,0.5290082,0.169917,0.849877,0.5884364
"SLC52A2",4.459785,11.17966,14.05628,9.873014,9.103345,9.644588,9.86019,10.70402,13.45465,15.9075,9.949261,10.97671,8.128794
"SLC52A3",1.87325,1.2071,0.75969,2.17052,3.47736,1.31601,0.466607,1.062469,1.64238,0.951906,1.30008,1.15725,1.63351
"SLC5A1",0,0.0385481,0.0378826,0,0.134074,0.0503119,0.0179284,0.0828833,0,0,0.0485706,0.146709,0
"SLC5A10",0.0377315,0.0684064,0,0.336156,0.398716,0.101231,0.4266003,0.40046,0.2127282,0.7313296,0.2230855,0.292835,0.532707
"SLC5A11",1.49436,0.319264,0,0,0.7925,0,0.0423622,0.281957,0,0,0.3627293,0.217052,1.085212
"SLC5A12",0.271692,1.19633,0.410829,0.2100151,0.56611,0.270435,0.534076,0.791386,0.098236,0.380353,0.793999,0.48868,1.11136
"SLC5A2",0.396696,0.309123,0,0.7106284,2.225685,0.476419,0.4302226,0.374601,1.116337,1.12096,1.79347,0,1.49426
"SLC5A3",4.32476,2.71444,4.598,6.31674,2.86737,3.13102,4.22214,7.7073,5.90552,5.61522,5.52195,4.2654,2.79139
"SLC5A4",0,0,0,0,0.0481124,0.0420476,0,0.389946,0,0,0,0,0
"SLC5A4-AS1",0,0,0.659909,0.53632,0.268011,0.232913,0.12412,0.55421,0.243921,0,0,0,0.181447
"SLC5A5",0.968974,0.315881,2.92706,0.81336,0.770213,0.446047,0.406745,1.07713,1.825069,1.7213,0.420459,0.833816,0.904878
"SLC5A6",36.2848,34.73769,34.3608,47.03041,29.02929,48.83849,26.7827,28.2877,20.728,17.85611,26.40467,32.65092,82.24633
"SLC5A8",0.0684669,0.0662217,0.0650784,0.0440074,0.0658449,0.0384104,0.0617775,0,0,0,0,0.0210192,0.029608
"SLC5A9",1.63861,1.158282,0,0.845426,0.984865,0.946536,0.459576,0.1097778,0.386584,0.138417,0.687616,0.918816,1.202452
"SLC66A1",10.05154,10.22099,7.811681,9.725275,9.549526,7.18598,8.777546,6.911868,9.014773,12.23944,11.95153,9.031284,8.066786
"SLC66A1L",0,0,1.30574,0,0,0,0,0,0,0,0,0,0
"SLC66A2",7.463468,7.842776,6.797327,4.365834,3.561066,5.134148,6.415433,9.877014,8.639279,9.739072,10.37334,7.852164,6.06647
"SLC66A3",98.79027,154.8399,120.2465,116.4013,144.3351,99.24548,74.99129,92.25465,94.95708,120.3924,104.1895,120.6108,77.17432
"SLC6A11",0.456856,0.145198,0.0695323,0.0358331,0.178297,0.141526,0,0.0789209,0.0982164,0.103559,0,0.3011131,0.0959017
"SLC6A12",2.617739,9.525686,4.364335,4.16113,7.273695,4.59341,8.0951,8.063348,3.637276,5.426644,4.88835,6.164154,3.996879
"SLC6A13",0.466936,0.202444,0,0,0,0,0,0.425924,0.502263,0,0.126507,0,0
"SLC6A14",0.0832773,0.158044,0.0477748,0,0.0477701,0.0205327,0.0204136,0.128481,0.0208792,0.0203677,0.0303361,0.0703204,0
"SLC6A16",6.854653,8.478798,2.139069,6.77689,7.36286,2.747667,4.908726,14.00348,2.67621,9.030005,3.948088,5.466957,7.107444
"SLC6A17",0.0436234,0.0140673,0,0,0.0429764,0,0,0.0451336,0,0.0134011,0.0177173,0.0137847,0
"SLC6A2",0.0307488,0.148672,0,0.0296429,0.0295592,0.155186,0.0552844,0.245033,0,0,0,0.141476,0.159496
"SLC6A20",2.438164,0.581875,0.411612,0.470332,0.877498,0.628039,1.534502,0.398757,0.258268,0.269061,0.360197,0.706068,0.638859
"SLC6A3",0,0,0,0,0.1202476,0,0,0,0,0,0.118551,0,0
"SLC6A4",0.5930351,0.889498,1.187499,1.759002,0.19364,0.4692842,1.300021,3.063107,1.034044,0.5792072,1.139234,3.841273,0.08719682
"SLC6A6",32.7629,40.31018,31.43534,44.75034,28.80819,25.00477,24.71423,34.773,26.11813,23.18482,42.25324,40.55104,36.77676
"SLC6A7",0.07703,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A8",3.351488,0.585743,0.376504,0.2858629,0.196117,1.414151,0.5369917,1.109404,1.691385,0.0919721,0.0932714,1.445739,0.264505
"SLC6A9",1.05627,0,0,0,1.413303,0,0.244745,1.329784,0.60539,0,0.600315,0,0.289259
"SLC7A1",6.07267,3.83415,6.494537,6.250543,8.65272,2.72918,4.85597,4.765824,5.136586,4.15669,4.675126,3.71413,2.2969
"SLC7A10",0,0,0,0,0,0,0,0,0,0.236464,0,0,0
"SLC7A11",0.0452357,0.196681,0.534279,0.194666,0.3052844,0.340625,0.103827,0.058326,0.0780239,0.230116,0.0726061,0.235989,0.330373
"SLC7A11-AS1",0.1952562,0.115126,1.293365,0.5636707,0.0616505,0.0522616,0.2192111,0.388322,0.341667,0.075767,0,1.384488,1.019956
"SLC7A13",0.130473,0,0.062125,0,0.0627874,0.165591,0,0.325398,0,0,0.158767,0,0.168709
"SLC7A14",9.995876,3.20372,7.659236,12.76488,7.784265,6.517624,3.48635,5.333796,6.416091,3.212767,0.141422,5.309211,8.766177
"SLC7A2",0.02459385,0,0,0,0.02363911,0.01035391,0,0.03675489,0.01078901,0.01109056,0.04494345,0.01131838,0
"SLC7A2-IT1",0.525417,2.56185,0.559845,3.55761,1.98488,2.0292,2.92109,3.86704,1.7464,1.26126,0.909716,1.43917,1.08289
"SLC7A3",0,0,0,0,0,0,0,0,0.945127,0.2428791,0.0548172,0,0.407998
"SLC7A4",0.936117,0,0,0,0,0,0,0,0,0,0.05291714,0,0
"SLC7A5",2.76279,1.002079,2.030877,3.25611,2.053922,5.895154,2.740325,2.59133,4.55797,1.580189,2.077905,9.562794,9.42062
"SLC7A5P1",4.03115,4.68365,1.19094,5.95278,2.93673,0.548338,1.65227,4.35436,1.98254,4.02357,1.62245,2.67007,11.6445
"SLC7A6",21.59661,20.5484,13.91871,28.19902,31.9688,19.81527,28.4839,39.56083,32.47742,27.13614,43.06366,14.19719,34.53212
"SLC7A6OS",27.70796,21.50786,22.51785,37.50506,35.36551,25.44104,26.48726,30.06824,31.56467,39.27055,33.46056,18.25116,28.50108
"SLC7A7",216.1558,274.4719,186.8405,251.8084,179.7622,217.1878,234.6461,222.4398,205.1072,262.56,226.3943,317.8077,195.782
"SLC7A8",10.04587,3.131544,2.641052,3.463579,17.076,2.451459,4.720715,4.439882,0.9823102,0.938849,3.482023,3.766629,0.9987922
"SLC7A9",0.517556,0.609446,1.686585,0.812068,1.69914,0.506551,0.452027,0.336383,0.492158,0.632169,0.515789,0.864741,0.494719
"SLC8A1",6.126208,9.994127,6.774699,9.314056,5.522751,6.72281,6.231594,8.690454,6.51449,7.277176,13.63655,6.868827,9.075428
"SLC8A1-AS1",40.50086,36.99158,35.81583,42.95949,48.86125,19.75866,26.62142,49.2953,20.8757,42.71595,33.42782,42.95022,52.57357
"SLC8A3",0,0.3277135,0.3578379,0.064667,0,0,0,0,1.05701,0.4049479,0,0.404303,0.244265
"SLC8B1",34.0934,42.04849,37.62948,53.89885,57.38879,41.42147,40.48357,44.88096,41.29786,34.92028,47.46811,43.55508,67.25169
"SLC9A1",4.047135,3.148707,5.406891,8.064326,6.866098,4.813536,3.796065,6.232103,5.68057,5.355647,4.879083,4.427487,4.343897
"SLC9A2",0,0,0,0.0167726,0,0,0.223748,0.251475,0,0.015687,0,0,0.0450896
"SLC9A3",0,0,0,0.038186,0.0761704,0,0.0367237,0.157828,0.0347439,0.160663,0.04976,0.0728991,0.102782
"SLC9A3-AS1",0.1779,0,1.525703,3.691256,7.182214,0,2.843159,1.852098,2.185147,2.79338,3.595352,3.042426,2.141709
"SLC9A3P2",0,0,0,0,0,0,0,0,0,0,0,0.416403,0
"SLC9A3R1",313.1627,237.9068,320.1618,344.7256,301.2132,209.5123,280.6995,258.4018,247.6653,261.5112,259.6617,215.5294,179.7635
"SLC9A3R1-AS1",10.3241,9.29545,12.8767,15.164,11.354,10.3143,5.82662,7.62841,13.9495,10.0708,12.3534,6.67017,13.9653
"SLC9A3R2",1.02198,1.298177,1.035755,0,1.943658,0.8861059,0.314489,1.947651,1.896603,1.922692,3.898857,0.615145,2.216667
"SLC9A4",0.613432,0.726343,0.897238,0.734195,0.932814,0.641816,0.881685,1.09754,0.629222,0.540737,0.68152,0.693978,1.79454
"SLC9A5",0.3054147,0.298,0.553688,0.729548,0,0.2717704,0.640839,0.3651308,0.622028,0.682121,0.74953,0.2430277,0.577219
"SLC9A6",10.90804,21.79892,17.62261,22.4183,15.99116,13.87214,11.06289,16.55544,13.0257,10.38466,12.17761,14.53471,21.65052
"SLC9A7",2.67357,2.518116,4.728006,1.51465,2.35814,2.76721,2.21298,3.464764,1.781362,1.83167,1.96495,1.910661,4.727475
"SLC9A7P1",8.65368,6.22117,9.03449,9.24854,5.0275,7.38652,5.63671,5.67133,2.8172,5.93979,4.979315,9.77675,7.854274
"SLC9A8",8.649292,5.315211,8.374905,7.90645,10.85585,12.13473,10.49789,6.995301,5.14301,7.927217,4.931821,12.43826,9.879954
"SLC9A9",28.21168,18.95687,9.70784,16.18201,18.98728,22.73696,11.07042,32.07026,13.62697,14.2492,21.67338,19.22082,22.94159
"SLC9A9-AS1",0,0.297778,0.878319,0,0,0.514466,0.272962,0.615469,0,0.277442,1.53117,0.568306,0
"SLC9A9-AS2",0.817588,2.94634,0,4.18911,1.56773,2.53273,0.665946,0.760774,0.666515,1.3683,5.72557,0,0
"SLC9B1",1.33971,1.647569,3.76371,7.383421,4.216644,4.604684,2.557047,2.638057,2.612351,1.665176,3.933533,4.190202,3.959807
"SLC9B2",13.75524,5.03926,12.51738,8.689659,10.78402,11.87607,8.368923,13.73444,7.459737,7.624728,8.543698,6.163801,14.07798
"SLC9C1",2.39082,0.1044,1.50668,0,0,0,0,1.195038,0.0601537,0.151686,0,0,0
"SLC9C2",0,0,0,0.0279914,0,0,0,0,0,1.27283,0,0,0
"SLCO1A2",0.387359,0.2895038,0.539822,0.100645,0.9509115,0.115782,0.855162,0.8702283,0,0.394564,1.945267,0.042036,3.151495
"SLCO1B7",0.322831,0,0,0,0,0,0,0,0,0,0,0,0
"SLCO2B1",0.116579,1.129741,0.699901,0.0640152,0.0946718,0.127094,0.0602149,0.0651343,0.0294846,0.0439423,0.0608645,0.0163097,0.189133
"SLCO3A1",23.69046,22.12596,36.29735,41.57508,25.18311,18.22314,20.27234,23.89347,25.84187,29.17164,19.40317,19.87337,21.68654
"SLCO4A1",0,0.1506255,0.24607,0.587981,3.222776,1.008183,0.7683146,1.247454,1.018604,0.891945,2.721077,0.0680836,2.191262
"SLCO4A1-AS1",0,0,0,0,0,0,0,0,0,0,0,0.278358,0
"SLCO4C1",5.8436,6.48953,8.20684,9.12391,7.32854,7.4427,5.46527,9.06461,3.56061,6.11946,4.60402,2.95721,5.83962
"SLCO5A1",0.108886,0.0943285,0.0309508,0.2244231,0.0648951,0.6356701,0.0573128,0.114733,0.00924761,0.0697284,0.0254823,0.1071075,0.453518
"SLCO5A1-AS1",1.05292,0.762587,0,0.144792,0.841566,0,2.724584,2.381788,0.0769096,0.987492,0,0,0
"SLCO6A1",0,0,0,0,0,0,0.4502725,0,0,0,0,0,0
"SLED1",2.41546,3.32529,1.30685,2.704602,1.49454,1.0083,5.88317,3.60383,0,0,0.211917,3.01115,0.742504
"SLF1",6.834923,8.173984,5.024846,6.70321,10.3827,7.054747,8.95979,11.5614,8.251418,4.910371,8.16933,11.6548,8.080446
"SLF2",16.82007,16.07112,17.45818,12.78931,23.6412,11.8038,18.04668,17.89246,21.42865,18.29684,16.80397,5.67099,15.13944
"SLFN11",30.55624,28.79773,31.39001,25.95677,25.28788,19.48535,29.30415,38.73158,24.76075,35.47689,36.63266,27.07799,39.64575
"SLFN12",13.80846,14.73219,7.830095,13.72472,10.80228,7.95451,15.63575,14.24283,14.48072,14.6875,10.25927,7.983058,5.591056
"SLFN12L",13.5358,10.52634,14.15704,16.24535,12.65522,13.48236,19.45915,23.89602,24.07402,16.54902,16.67862,15.21239,15.78528
"SLFN13",13.06646,3.498589,11.70516,12.98224,13.19869,11.32721,16.19651,17.2576,16.45456,19.11507,27.73591,5.05924,17.94132
"SLFN14",0.779272,0.660023,2.25367,1.04809,0,1.39623,0.42631,1.21494,3.56613,2.04627,1.90089,3.61647,1.70536
"SLFN5",40.4584,29.41203,19.90488,36.6265,44.23918,48.2056,29.3842,64.41964,39.74356,42.5202,69.09709,34.61884,40.26659
"SLFNL1",0.426203,0.064081,0,0.0504404,0.339652,0.0371696,0,0.370174,0.335875,0.179216,0.18843,0.121945,0.314836
"SLFNL1-AS1",0.998928,0.87629,0.836896,0.765072,1.07495,0.84916,0.791867,0.852228,0.661045,0.687713,0.420307,0.748277,1.2629
"SLIRP",38.43872,33.09121,57.96786,34.92388,43.29008,48.02663,23.59223,30.74345,27.42572,27.58973,18.88285,18.16539,36.33132
"SLIT1",0.3921375,0.2815324,1.570093,0.552192,1.021384,0.378654,0.317979,0.3508344,0.646231,0.2062136,0.126698,0.857754,0.0151737
"SLIT2",0,0.359168,0,0,0.179434,0.31108,0.06593056,0,0,0,0,0,0
"SLIT3",0.1562022,0.0945511,0.1515328,0.1325506,0.219132,0.0175657,0.1452632,0.1684829,0.1468193,0,0.0934891,0.1289631,0.2146909
"SLIT3-AS2",0,0.0540029,0.0604512,0.094167,0.0811393,0.185644,0.0516458,0.0836913,0.0753226,0.0940048,0.0396971,0.0288891,0.0424528
"SLITRK2",0.0617482,0.0711409,0.0698428,0.118175,0.0823886,0.0932262,0.0772687,0.0736361,0.0645183,0.0778626,0.0148861,0.0675403,0.0635696
"SLITRK3",0.0433293,0,0,0,0.0220256,0,0,0.025494,0.0190962,0.0195988,0,0,0.0318938
"SLITRK4",1.045383,9.159097,5.719666,3.908945,0.9744952,2.904284,3.502514,4.165215,1.222589,3.398279,3.94048,2.732871,2.793511
"SLITRK5",0.108955,0.135275,0.0805021,0.203945,0.176177,0.0941128,0.068333,0.0765784,0.0357171,0.0425505,0.0326402,0.0493674,0.146506
"SLK",4.503716,3.77172,7.20235,10.48798,4.46863,6.784854,3.675852,5.82624,5.09227,8.090636,5.189844,4.863462,5.49066
"SLMAP",35.76616,28.29611,35.24437,40.06262,41.14564,36.31853,21.39339,27.35313,22.25961,18.89504,23.99827,19.50097,39.61243
"SLPI",1.22446,0.942641,2.08396,0.471019,0.23583,1.63033,4.33237,1.46024,0.856309,0,2.41445,2.24735,0
"SLTM",111.6028,78.16822,108.6596,124.044,127.959,144.5621,104.7955,108.7148,125.8084,125.4242,94.51918,116.8955,108.3697
"SLU7",135.1087,119.9919,195.3653,181.1144,130.6881,156.2178,102.8839,116.9491,114.321,122.482,121.4664,124.1522,127.7936
"SLX1A",39.01164,40.87661,24.21933,41.53068,33.35305,38.64533,47.20318,36.1622,25.23871,43.05321,46.966,12.97403,39.79162
"SLX1A-SULT1A3",16.932,10.46845,17.36591,15.75594,17.6264,13.95455,15.89552,15.91274,19.3522,18.01272,10.60396,10.48668,18.4461
"SLX1B",46.2685,29.15091,29.58693,19.57503,51.95511,35.48483,43.14953,43.07023,50.12201,54.9622,19.9961,53.92573,44.8686
"SLX1B-SULT1A4",9.37834,7.6396,12.25356,11.17643,11.76392,8.8071,10.26545,9.55799,10.82293,11.2009,4.82058,7.39323,10.6318
"SLX4",1.084844,0.725619,2.443339,0.443025,1.615175,1.10816,1.075174,0.890031,2.41671,1.760224,1.549971,0.8406243,0.824104
"SLX4IP",6.65498,8.27891,6.15777,11.77206,9.99438,4.50168,4.922361,6.693613,6.51232,5.838276,7.20681,4.0947,6.74135
"SLX9",1.548934,1.126635,2.189578,0.372586,2.626754,1.785579,2.754998,1.798382,3.05189,2.949887,1.608165,1.289207,2.64235
"SMAD1",5.974478,8.456084,5.74219,2.031605,4.070303,2.67297,1.753005,5.745138,8.769732,12.73945,8.196875,9.26875,4.822217
"SMAD1-AS2",0.104668,0.505114,0,0,0,0,0,0.625049,0,0,0,0,0
"SMAD2",53.18105,65.05225,73.3566,68.1502,64.16075,78.36597,44.89382,59.30784,63.23125,76.02856,78.70232,47.15561,54.89986
"SMAD3",12.03817,9.550537,14.88123,17.44636,12.49931,12.75467,10.19837,16.59454,14.69784,12.84666,9.828864,11.42776,16.86292
"SMAD4",24.3598,15.66321,18.00188,19.9427,22.90222,15.03269,11.27435,29.43744,24.96255,22.21411,24.84116,12.97443,10.34609
"SMAD5",16.92515,17.59493,17.09531,16.03103,12.20076,16.94866,19.83896,28.19639,19.76617,17.07697,21.7792,18.27713,16.73643
"SMAD5-AS1",0,0.493901,0.0539299,0,0,0.0981591,0.0509445,0,0.0764689,0,0,0.0522387,0
"SMAD6",0,0,0.120694,0,0,0,0,0.5188167,0,0,0,0.100158,0
"SMAD7",2.091669,3.427892,3.47188,11.95636,3.759978,9.419799,4.042067,2.742937,4.95427,8.147387,2.724838,8.62601,6.071323
"SMAD9",1.372033,1.306292,1.422092,1.187382,1.51344,0.1120503,0.3327687,1.157931,1.107143,1.279166,1.327926,0.2776413,0.5409481
"SMAD9-IT1",0,0,0,0,0,0,0,0.322896,0,0,0.804083,0,0
"SMAGP",14.92302,12.34437,18.91544,17.93667,16.91993,24.03665,20.52594,28.21666,16.89925,13.77572,9.356992,18.59407,15.19562
"SMAP1",18.40614,21.59754,18.82684,25.65197,11.8307,22.62082,16.63518,15.49413,17.41852,17.56198,24.51745,19.33824,19.98535
"SMAP2",152.1525,142.1703,196.6061,152.0298,121.5563,118.5808,110.373,95.97022,160.9118,165.4682,137.4197,124.1737,211.8756
"SMARCA1",0,0.292815,0,0,0.935199,1.348627,0.24301,0,0.2133602,0.341097,0.384046,0.547113,1.06203
"SMARCA2",45.08234,49.50056,55.40309,59.98151,58.82332,53.35683,57.00503,64.92685,73.00694,66.21526,49.89766,52.30302,85.53389
"SMARCA4",25.3477,20.9282,35.4692,30.71721,30.13966,15.59592,16.253,17.03778,21.25662,21.69233,19.20444,18.28169,20.43245
"SMARCA5",28.59841,29.66465,26.53732,34.62511,37.05056,31.99123,26.65762,31.46916,29.84979,25.23547,32.98458,36.7022,36.43693
"SMARCA5-AS1",0.907928,0.297063,1.63504,0.149217,1.15431,0.991743,1.23761,1.43037,0.444499,0,0.226916,1.84679,1.27015
"SMARCAD1",12.31926,7.696442,10.34448,18.9113,11.07184,9.37246,11.8507,15.7032,11.1983,11.6843,17.13582,10.29547,11.43578
"SMARCAD1-DT",0.110848,0,0,0,0,0.0928352,0.099013,0,0,0,0,0,0.144244
"SMARCAL1",23.30875,23.2501,16.44831,23.66065,21.6914,13.42158,19.27381,25.17046,20.43827,18.56726,30.00802,17.99183,14.61268
"SMARCAL1-AS1",0,0,0,0,0,0,0,0,0.555492,0,0,0,0
"SMARCB1",48.3312,57.12915,69.8328,76.67594,68.45771,80.27748,58.50158,53.22912,49.36177,54.58548,50.44696,58.08511,55.93391
"SMARCC1",12.74383,11.92203,15.67408,25.53513,21.65634,13.02526,13.91827,18.99754,14.07236,15.7526,15.05709,21.28919,24.90502
"SMARCC2",73.2227,65.76278,57.24823,91.65325,72.64969,78.32404,52.38753,70.85158,60.25249,60.46131,68.85581,66.26383,96.24271
"SMARCD1",6.469357,4.2899,10.76506,7.901185,10.08199,13.24962,6.485377,7.996627,13.53274,9.842246,10.97958,11.7645,7.442815
"SMARCD2",12.1824,14.91577,22.77828,21.35385,16.56044,14.64752,15.80185,17.12959,21.16055,21.9751,18.84026,14.49175,20.86013
"SMARCD3",6.267614,7.566732,7.546786,10.20467,9.133354,6.44884,11.67831,8.907699,16.69666,17.96673,16.25425,17.03549,10.11797
"SMARCE1",148.8958,142.0647,170.6975,163.5374,183.209,145.6686,125.4978,126.2406,128.8357,126.3267,141.6604,98.71715,175.5575
"SMARCE1P1",0.283677,0,0,0,0,0.477486,0,0.18851,0.74498,0,0,0,0
"SMARCE1P5",0,0,0,0,0,0,0,0,0,0,0.113944,0,0
"SMARCE1P6",0.182926,0,0,0.353163,0.528837,0,0.491667,0.182365,0,0,0,0,0.239159
"SMC1A",29.16202,30.4074,21.78202,21.69209,46.18127,26.39451,19.60083,25.14173,27.74273,26.15549,37.07069,20.91597,39.35293
"SMC1B",0.0529058,0.0438923,0.075424,0.0510058,0.0970481,0.0190941,0.0713656,0.0678117,0.378193,0.2746149,0.032251,0.0417635,0
"SMC2",4.987664,7.51167,5.886894,7.122407,7.656885,6.481337,6.249999,8.087635,8.663251,4.082762,6.471351,4.4569,5.521679
"SMC2-DT",0.457016,0.61978,0.281742,0.630972,0.701019,0.287932,0.472145,1.318684,0.441328,2.235899,0.282584,0.237116,0.46928
"SMC3",41.754,32.31845,27.6477,32.43433,37.65086,59.9906,33.9958,40.7295,39.1578,37.4556,33.50228,36.6924,57.8575
"SMC3P1",0.683798,0.23122,2.04363,0.513239,0.509291,1.20459,0.223108,1.46578,0,0.196339,0.610875,0,0.290433
"SMC4",64.25202,55.74989,53.38729,71.03234,102.5354,83.41154,68.54894,61.49781,81.57179,44.79666,85.60541,70.51745,52.01955
"SMC5",13.85941,15.73507,12.44448,21.90435,20.2348,23.18377,14.37879,15.93379,14.93907,14.84953,14.71302,15.57714,16.53651
"SMC5-DT",0.510451,0,0.269311,0,0.163602,0.38112,1.01761,0.677755,0.298386,0.306582,1.03886,0.260865,0.368157
"SMC6",23.10402,15.46213,9.917067,13.61051,25.41476,25.3775,21.87295,30.17314,18.45867,16.41705,18.58617,14.78231,29.19716
"SMCHD1",99.70208,99.83335,105.3278,122.817,88.72521,117.2249,102.4444,145.6106,97.12079,92.45294,75.2184,113.1271,270.232
"SMCO1",0,0,0,0,0,0,0,0,0,0.0512903,0,0,0.0739111
"SMCO2",0,0,0,0,0,0,0,0,0,0,2.148,0.955153,0
"SMCO3",0,0,0,0,0.415916,0,0,0,0,0,0,0,0
"SMCO4",85.31554,84.89642,46.07392,47.23238,56.01285,42.10635,55.63352,31.67617,42.90196,60.3248,67.27111,61.49147,36.42539
"SMCR2",0,0,0,0,0,0,0,0,0.46833,0,0,0,0
"SMCR5",1.37858,0.247185,0.216085,0.673893,0.60306,0.118516,0.276763,0.761419,0.483662,0.062133,0.607189,0.373341,0.446996
"SMCR8",5.10197,5.35334,3.3442,4.4829,4.76903,6.42931,7.2588,6.35862,4.56033,5.83844,6.99774,6.91827,5.05438
"SMDT1",22.72871,36.22615,62.51462,38.51663,44.82132,32.6038,27.00592,35.10554,56.77493,43.93766,36.3615,21.16724,57.84074
"SMG1",41.36444,43.30441,56.93126,57.68692,46.01992,52.58785,48.17051,62.41684,46.84174,37.40342,42.35319,56.44244,66.15759
"SMG1-DT",1.51945,3.0949,0,0.87133,1.57118,1.57398,0.666809,1.28726,0,0.730865,0.618059,3.23403,1.92468
"SMG1P1",23.13492,37.12443,21.03406,37.53281,33.57445,31.49507,26.19515,47.45998,25.77002,28.33414,44.22076,37.36586,61.62823
"SMG1P2",2.72699,2.35364,5.99013,10.0315,6.97538,3.72301,3.04808,6.32075,7.37046,3.84551,5.28059,2.73711,5.26625
"SMG1P3",5.826633,21.41752,23.73448,41.62285,15.26983,20.32767,21.40083,39.83754,25.82438,27.15783,20.49724,23.69001,36.52353
"SMG1P4",6.02576,14.52682,7.738028,14.79348,8.516209,9.975722,14.76532,21.36092,17.65901,17.42729,8.743211,16.61833,20.85166
"SMG1P5",25.86495,30.37696,21.45997,30.17707,20.67179,31.37177,26.0066,40.56989,33.48038,38.13645,28.20287,31.15773,36.77968
"SMG1P6",0.197198,0.463751,0.0883787,0.0949269,0.695103,0,0.591771,1.22792,1.76412,0.449356,0.49642,0.187259,0.110508
"SMG1P7",3.736557,1.729966,4.178043,8.1672,5.208221,2.717,6.829707,3.951166,3.785049,7.218928,1.952653,2.718043,7.417235
"SMG5",29.5087,37.06963,38.28944,53.30516,41.5505,19.10436,29.22961,32.07875,37.71394,31.47923,45.59658,34.41233,42.84108
"SMG6",7.383066,16.81115,14.76237,8.120821,19.24159,8.660613,9.255337,13.9154,8.805996,10.50352,10.03978,7.483353,10.50294
"SMG6-IT1",0,1.67132,0,0,0,0,0.506488,4.03829,1.01056,0,0,1.59081,0
"SMG7",21.56257,26.32256,26.84636,25.22657,35.51799,29.53004,28.20331,32.64371,23.73021,29.51501,35.74361,24.34538,52.45043
"SMG7-AS1",0.547284,1.004309,0.0438286,0.287678,0.134454,0.1936,0.6906852,0.2776432,0.0397718,0.205107,0.0608309,0.1779795,0.1899693
"SMG8",12.96561,11.28429,11.89388,9.52646,13.52952,8.520883,10.99893,17.49484,19.43556,15.51172,22.6224,7.418253,9.167455
"SMG9",17.51272,16.92362,13.76288,14.16825,17.83792,19.03631,22.66733,18.69363,15.24715,20.87624,23.39287,16.57403,16.94763
"SMILR",5.81682,3.72883,3.66491,1.33153,0,1.15092,0.488943,1.9263,0.242013,0.992738,1.36735,5.08147,1.45094
"SMIM1",0.565994,0.272076,0,0,0,0.705463,0.499394,0,2.47217,0.812073,0.349346,0,1.55958
"SMIM10",0.137907,0,0.32731,0.199325,0,0,0.370786,0.0686556,0.18135,0.124205,0,0.0634191,0.0895648
"SMIM10L1",11.0431,8.64934,12.4071,10.8296,9.02455,11.149,8.5902,9.44083,10.3812,8.13751,8.60348,7.72893,11.8082
"SMIM10L2A",0.036043,0,0.154186,0,0,0.303385,0.210825,0,0.205535,0.178764,0,0,0
"SMIM10L2B",0,0.208468,0,0,0,0,0,0,0,0,0,0,0
"SMIM10L2B-AS1",0,0,0,0,0,0,0,0,0,0,0.276612,0,0.146968
"SMIM11A",1.260865,6.613571,3.283717,8.789832,8.621901,1.721833,5.173155,4.13362,4.224755,5.777244,6.076364,3.599692,2.045695
"SMIM11B",24.46958,7.833693,17.11377,12.84888,20.06432,20.87317,9.493443,17.70662,17.93313,20.53184,15.11926,11.61261,12.97992
"SMIM11P1",0,0,1.81306,0,0,0,0,0,0,0,0,0,0
"SMIM12",65.54842,52.61767,37.22022,42.64463,62.91843,42.17297,41.93598,73.57647,46.1625,47.60229,47.15301,45.3482,34.33035
"SMIM13",0.99039,1.106892,1.7676,1.444122,0.848092,2.218269,0.789086,0.87781,0.540998,0.6350551,0.862197,0.669663,0.6878105
"SMIM14",124.1852,124.4345,111.5204,129.8724,123.6754,140.6798,105.3162,85.33059,91.83173,83.01546,91.76267,91.55439,105.2386
"SMIM14-DT",4.213302,5.907833,5.742671,6.01122,4.530325,1.921647,1.737434,5.524683,3.092173,5.998955,3.064212,2.928556,11.02221
"SMIM15",34.6727,53.5506,32.5408,44.7859,27.05203,33.474,44.0634,41.242,34.5019,34.2467,50.2124,28.5411,42.7174
"SMIM15-AS1",0,0.64827,0,0,0.170257,0,0,0,0.293062,0.757101,0.421961,0.466323,0.225277
"SMIM17",0,0,0,0,0,0,0,0,0,0,0.651306,0,0
"SMIM18",7.5985,0.642813,2.02149,12.0641,2.82172,9.18355,3.32804,2.785,0.583735,3.550071,0,3.67492,5.30267
"SMIM19",24.54271,26.87271,34.50515,23.12359,28.14184,38.81043,25.11098,19.44452,23.81435,37.47985,25.18186,16.49508,11.82766
"SMIM2-AS1",0.214169,0.306771,0.649559,0.627474,0.63049,0.801175,0.772951,3.044746,0.362444,0.24617,0,0.286495,1.284284
"SMIM20",32.0518,26.26922,14.8391,19.61119,25.23074,32.64254,18.81928,26.68567,29.90371,21.2365,15.54754,15.26076,24.23879
